=== Training Start ===
Epoch 0 avg loss: 0.385618 | max weight change: 0.038388 | max bias change: 0.070068
Epoch 38 avg loss: 0.328267 | max weight change: 0.038778 | max bias change: 0.069103
Epoch 39 avg loss: 0.327505 | max weight change: 0.040186 | max bias change: 0.070069
Epoch 40 avg loss: 0.328103 | max weight change: 0.040189 | max bias change: 0.069304
Epoch 41 avg loss: 0.327837 | max weight change: 0.039667 | max bias change: 0.068149
Epoch 42 avg loss: 0.327952 | max weight change: 0.039775 | max bias change: 0.068207
Epoch 43 avg loss: 0.326891 | max weight change: 0.038683 | max bias change: 0.070000
Epoch 44 avg loss: 0.327778 | max weight change: 0.039518 | max bias change: 0.070081
Epoch 45 avg loss: 0.327049 | max weight change: 0.040926 | max bias change: 0.069900
Epoch 46 avg loss: 0.327421 | max weight change: 0.040399 | max bias change: 0.068590
Epoch 47 avg loss: 0.327343 | max weight change: 0.041032 | max bias change: 0.069615
Epoch 48 avg loss: 0.327261 | max weight change: 0.041056 | max bias change: 0.069482
Epoch 49 avg loss: 0.327241 | max weight change: 0.039356 | max bias change: 0.069264
Epoch 50 avg loss: 0.326625 | max weight change: 0.040760 | max bias change: 0.070129
Epoch 51 avg loss: 0.327163 | max weight change: 0.040361 | max bias change: 0.069866
Epoch 52 avg loss: 0.326488 | max weight change: 0.041129 | max bias change: 0.069650
Epoch 53 avg loss: 0.326470 | max weight change: 0.041267 | max bias change: 0.069466
Epoch 54 avg loss: 0.326937 | max weight change: 0.041562 | max bias change: 0.068888
Epoch 55 avg loss: 0.326582 | max weight change: 0.041683 | max bias change: 0.068916
Epoch 56 avg loss: 0.326622 | max weight change: 0.041116 | max bias change: 0.068752
Epoch 57 avg loss: 0.325921 | max weight change: 0.041900 | max bias change: 0.069724
Epoch 58 avg loss: 0.325880 | max weight change: 0.042055 | max bias change: 0.069557
Epoch 59 avg loss: 0.325306 | max weight change: 0.043491 | max bias change: 0.070805
Epoch 60 avg loss: 0.326123 | max weight change: 0.041904 | max bias change: 0.069733
Epoch 61 avg loss: 0.325420 | max weight change: 0.043361 | max bias change: 0.070390
Epoch 62 avg loss: 0.325687 | max weight change: 0.042896 | max bias change: 0.069304
Epoch 63 avg loss: 0.325137 | max weight change: 0.042881 | max bias change: 0.069896
Epoch 64 avg loss: 0.324619 | max weight change: 0.042003 | max bias change: 0.070616
Epoch 65 avg loss: 0.325392 | max weight change: 0.042884 | max bias change: 0.068933
Epoch 66 avg loss: 0.324649 | max weight change: 0.043672 | max bias change: 0.069906
Epoch 67 avg loss: 0.324914 | max weight change: 0.042791 | max bias change: 0.068801
Epoch 68 avg loss: 0.324735 | max weight change: 0.044353 | max bias change: 0.070049
Epoch 69 avg loss: 0.324551 | max weight change: 0.043274 | max bias change: 0.070111
Epoch 70 avg loss: 0.323651 | max weight change: 0.044315 | max bias change: 0.069360
Epoch 71 avg loss: 0.323552 | max weight change: 0.043817 | max bias change: 0.068901
Epoch 72 avg loss: 0.324078 | max weight change: 0.045860 | max bias change: 0.071452
Epoch 73 avg loss: 0.323984 | max weight change: 0.044713 | max bias change: 0.070640
Epoch 74 avg loss: 0.323577 | max weight change: 0.044483 | max bias change: 0.070469
Epoch 75 avg loss: 0.323497 | max weight change: 0.046530 | max bias change: 0.071569
Epoch 76 avg loss: 0.323266 | max weight change: 0.046598 | max bias change: 0.071402
Epoch 77 avg loss: 0.322861 | max weight change: 0.046693 | max bias change: 0.071267
Epoch 78 avg loss: 0.322819 | max weight change: 0.045607 | max bias change: 0.069969
Epoch 79 avg loss: 0.322394 | max weight change: 0.045449 | max bias change: 0.069950
Epoch 80 avg loss: 0.322295 | max weight change: 0.047063 | max bias change: 0.070785
Epoch 81 avg loss: 0.321986 | max weight change: 0.046595 | max bias change: 0.070958
Epoch 82 avg loss: 0.321721 | max weight change: 0.046921 | max bias change: 0.070232
Epoch 83 avg loss: 0.320864 | max weight change: 0.047739 | max bias change: 0.071193
Epoch 84 avg loss: 0.320948 | max weight change: 0.047016 | max bias change: 0.070785
Epoch 85 avg loss: 0.319907 | max weight change: 0.047413 | max bias change: 0.070038
Epoch 86 avg loss: 0.320503 | max weight change: 0.048295 | max bias change: 0.070910
Epoch 87 avg loss: 0.319991 | max weight change: 0.049264 | max bias change: 0.071668
Epoch 88 avg loss: 0.319581 | max weight change: 0.049884 | max bias change: 0.072377
Epoch 89 avg loss: 0.319281 | max weight change: 0.049556 | max bias change: 0.071540
Epoch 90 avg loss: 0.318936 | max weight change: 0.049786 | max bias change: 0.071581
Epoch 91 avg loss: 0.318656 | max weight change: 0.050466 | max bias change: 0.072345
Epoch 92 avg loss: 0.318283 | max weight change: 0.050223 | max bias change: 0.071584
Epoch 93 avg loss: 0.317263 | max weight change: 0.050320 | max bias change: 0.072178
Epoch 94 avg loss: 0.316487 | max weight change: 0.050420 | max bias change: 0.071018
Epoch 95 avg loss: 0.316797 | max weight change: 0.050144 | max bias change: 0.071547
Epoch 96 avg loss: 0.316425 | max weight change: 0.052092 | max bias change: 0.072879
Epoch 97 avg loss: 0.315940 | max weight change: 0.051283 | max bias change: 0.072385
Epoch 98 avg loss: 0.315237 | max weight change: 0.051288 | max bias change: 0.072298
Epoch 99 avg loss: 0.314712 | max weight change: 0.053128 | max bias change: 0.073190
Epoch 100 avg loss: 0.314175 | max weight change: 0.053281 | max bias change: 0.073132
Epoch 101 avg loss: 0.313824 | max weight change: 0.053460 | max bias change: 0.073101
Epoch 102 avg loss: 0.312738 | max weight change: 0.053686 | max bias change: 0.073094
Epoch 103 avg loss: 0.312718 | max weight change: 0.053621 | max bias change: 0.072564
Epoch 104 avg loss: 0.311870 | max weight change: 0.053019 | max bias change: 0.072987
Epoch 105 avg loss: 0.311435 | max weight change: 0.054477 | max bias change: 0.072984
Epoch 106 avg loss: 0.310751 | max weight change: 0.054240 | max bias change: 0.073069
Epoch 107 avg loss: 0.310088 | max weight change: 0.054660 | max bias change: 0.073045
Epoch 108 avg loss: 0.309404 | max weight change: 0.055055 | max bias change: 0.073045
Epoch 109 avg loss: 0.308489 | max weight change: 0.055150 | max bias change: 0.073067
Epoch 110 avg loss: 0.307465 | max weight change: 0.056076 | max bias change: 0.073734
Epoch 111 avg loss: 0.307018 | max weight change: 0.055890 | max bias change: 0.073157
Epoch 112 avg loss: 0.306441 | max weight change: 0.056549 | max bias change: 0.073575
Epoch 113 avg loss: 0.305650 | max weight change: 0.056861 | max bias change: 0.073657
Epoch 114 avg loss: 0.304828 | max weight change: 0.057164 | max bias change: 0.073728
Epoch 115 avg loss: 0.303511 | max weight change: 0.057550 | max bias change: 0.074007
Epoch 116 avg loss: 0.303145 | max weight change: 0.057665 | max bias change: 0.073810
Epoch 117 avg loss: 0.301978 | max weight change: 0.058327 | max bias change: 0.074003
Epoch 118 avg loss: 0.301110 | max weight change: 0.058480 | max bias change: 0.074072
Epoch 119 avg loss: 0.300203 | max weight change: 0.058312 | max bias change: 0.073953
Epoch 120 avg loss: 0.299200 | max weight change: 0.058899 | max bias change: 0.074057
Epoch 121 avg loss: 0.298210 | max weight change: 0.059067 | max bias change: 0.074058
Epoch 122 avg loss: 0.297264 | max weight change: 0.058947 | max bias change: 0.073981
Epoch 123 avg loss: 0.295885 | max weight change: 0.059443 | max bias change: 0.074012
Epoch 124 avg loss: 0.295010 | max weight change: 0.059413 | max bias change: 0.074048
Epoch 125 avg loss: 0.293689 | max weight change: 0.059792 | max bias change: 0.073929
Epoch 126 avg loss: 0.292012 | max weight change: 0.060180 | max bias change: 0.074052
Epoch 127 avg loss: 0.291552 | max weight change: 0.060039 | max bias change: 0.074066
Epoch 128 avg loss: 0.290146 | max weight change: 0.060170 | max bias change: 0.074036
Epoch 129 avg loss: 0.288933 | max weight change: 0.060554 | max bias change: 0.074073
Epoch 130 avg loss: 0.287411 | max weight change: 0.060286 | max bias change: 0.073646
Epoch 131 avg loss: 0.286755 | max weight change: 0.060933 | max bias change: 0.074014
Epoch 132 avg loss: 0.285127 | max weight change: 0.061173 | max bias change: 0.074013
Epoch 133 avg loss: 0.284149 | max weight change: 0.061087 | max bias change: 0.073911
Epoch 134 avg loss: 0.282161 | max weight change: 0.060601 | max bias change: 0.073441
Epoch 135 avg loss: 0.281159 | max weight change: 0.060756 | max bias change: 0.073915
Epoch 136 avg loss: 0.279481 | max weight change: 0.060843 | max bias change: 0.072900
Epoch 137 avg loss: 0.278739 | max weight change: 0.061523 | max bias change: 0.073285
Epoch 138 avg loss: 0.276983 | max weight change: 0.060909 | max bias change: 0.073459
Epoch 139 avg loss: 0.275662 | max weight change: 0.061971 | max bias change: 0.073648
Epoch 140 avg loss: 0.274199 | max weight change: 0.061472 | max bias change: 0.072868
Epoch 141 avg loss: 0.272685 | max weight change: 0.062016 | max bias change: 0.073172
Epoch 142 avg loss: 0.271209 | max weight change: 0.060317 | max bias change: 0.072069
Epoch 143 avg loss: 0.269208 | max weight change: 0.060451 | max bias change: 0.070851
Epoch 144 avg loss: 0.268275 | max weight change: 0.060544 | max bias change: 0.071365
Epoch 145 avg loss: 0.266153 | max weight change: 0.062181 | max bias change: 0.072741
Epoch 146 avg loss: 0.265305 | max weight change: 0.061250 | max bias change: 0.071541
Epoch 147 avg loss: 0.263015 | max weight change: 0.059960 | max bias change: 0.069619
Epoch 148 avg loss: 0.262225 | max weight change: 0.061214 | max bias change: 0.071148
Epoch 149 avg loss: 0.260226 | max weight change: 0.061886 | max bias change: 0.071575
Epoch 150 avg loss: 0.258683 | max weight change: 0.061606 | max bias change: 0.071017
Epoch 151 avg loss: 0.257151 | max weight change: 0.058784 | max bias change: 0.069633
Epoch 152 avg loss: 0.255544 | max weight change: 0.059033 | max bias change: 0.068629
Epoch 153 avg loss: 0.254140 | max weight change: 0.061518 | max bias change: 0.070643
Epoch 154 avg loss: 0.252590 | max weight change: 0.059868 | max bias change: 0.068399
Epoch 155 avg loss: 0.250451 | max weight change: 0.058727 | max bias change: 0.069140
Epoch 156 avg loss: 0.249588 | max weight change: 0.059998 | max bias change: 0.068302
Epoch 157 avg loss: 0.248020 | max weight change: 0.060153 | max bias change: 0.068350
Epoch 158 avg loss: 0.246270 | max weight change: 0.057910 | max bias change: 0.065750
Epoch 159 avg loss: 0.244925 | max weight change: 0.060654 | max bias change: 0.068698
Epoch 160 avg loss: 0.242737 | max weight change: 0.062855 | max bias change: 0.070969
Epoch 161 avg loss: 0.241654 | max weight change: 0.060491 | max bias change: 0.068382
Epoch 162 avg loss: 0.239499 | max weight change: 0.057537 | max bias change: 0.069038
Epoch 163 avg loss: 0.238779 | max weight change: 0.061133 | max bias change: 0.068699
Epoch 164 avg loss: 0.237114 | max weight change: 0.061353 | max bias change: 0.068955
Epoch 165 avg loss: 0.235636 | max weight change: 0.061320 | max bias change: 0.068766
Epoch 166 avg loss: 0.234089 | max weight change: 0.058384 | max bias change: 0.066239
Epoch 167 avg loss: 0.232283 | max weight change: 0.063685 | max bias change: 0.071021
Epoch 168 avg loss: 0.230606 | max weight change: 0.058476 | max bias change: 0.069010
Epoch 169 avg loss: 0.229683 | max weight change: 0.059392 | max bias change: 0.066177
Epoch 170 avg loss: 0.228561 | max weight change: 0.062133 | max bias change: 0.069132
Epoch 171 avg loss: 0.226571 | max weight change: 0.062101 | max bias change: 0.069114
Epoch 172 avg loss: 0.225490 | max weight change: 0.059192 | max bias change: 0.066322
Epoch 173 avg loss: 0.224226 | max weight change: 0.059415 | max bias change: 0.066071
Epoch 174 avg loss: 0.222502 | max weight change: 0.062492 | max bias change: 0.069288
Epoch 175 avg loss: 0.221772 | max weight change: 0.059848 | max bias change: 0.066417
Epoch 176 avg loss: 0.220216 | max weight change: 0.060605 | max bias change: 0.066988
Epoch 177 avg loss: 0.219134 | max weight change: 0.060808 | max bias change: 0.067119
Epoch 178 avg loss: 0.217488 | max weight change: 0.063763 | max bias change: 0.070158
Epoch 179 avg loss: 0.216289 | max weight change: 0.063974 | max bias change: 0.070250
Epoch 180 avg loss: 0.215183 | max weight change: 0.061223 | max bias change: 0.067101
Epoch 181 avg loss: 0.213851 | max weight change: 0.064453 | max bias change: 0.070616
Epoch 182 avg loss: 0.212780 | max weight change: 0.061782 | max bias change: 0.067568
Epoch 183 avg loss: 0.211762 | max weight change: 0.064485 | max bias change: 0.070451
Epoch 184 avg loss: 0.210658 | max weight change: 0.062392 | max bias change: 0.068249
Epoch 185 avg loss: 0.209336 | max weight change: 0.062803 | max bias change: 0.068593
Epoch 186 avg loss: 0.208079 | max weight change: 0.065321 | max bias change: 0.071165
Epoch 187 avg loss: 0.207205 | max weight change: 0.065053 | max bias change: 0.070718
Epoch 188 avg loss: 0.206020 | max weight change: 0.065088 | max bias change: 0.070797
Epoch 189 avg loss: 0.205049 | max weight change: 0.064837 | max bias change: 0.070373
Epoch 190 avg loss: 0.203275 | max weight change: 0.062652 | max bias change: 0.068104
Epoch 191 avg loss: 0.202907 | max weight change: 0.063903 | max bias change: 0.069351
Epoch 192 avg loss: 0.201915 | max weight change: 0.064139 | max bias change: 0.069525
Epoch 193 avg loss: 0.200421 | max weight change: 0.065917 | max bias change: 0.071357
Epoch 194 avg loss: 0.199940 | max weight change: 0.065605 | max bias change: 0.070883
Epoch 195 avg loss: 0.198887 | max weight change: 0.063904 | max bias change: 0.069106
Epoch 196 avg loss: 0.198102 | max weight change: 0.064028 | max bias change: 0.069185
Epoch 197 avg loss: 0.197076 | max weight change: 0.066034 | max bias change: 0.071177
Epoch 198 avg loss: 0.195689 | max weight change: 0.061960 | max bias change: 0.067755
Epoch 199 avg loss: 0.195269 | max weight change: 0.066593 | max bias change: 0.071671
Epoch 200 avg loss: 0.194462 | max weight change: 0.064926 | max bias change: 0.069932
Epoch 201 avg loss: 0.192950 | max weight change: 0.066699 | max bias change: 0.071738
Epoch 202 avg loss: 0.192486 | max weight change: 0.064285 | max bias change: 0.069069
Epoch 203 avg loss: 0.191093 | max weight change: 0.064427 | max bias change: 0.069213
Epoch 204 avg loss: 0.190541 | max weight change: 0.063212 | max bias change: 0.067937
Epoch 205 avg loss: 0.189705 | max weight change: 0.068499 | max bias change: 0.073361
Epoch 206 avg loss: 0.189219 | max weight change: 0.065207 | max bias change: 0.069870
Epoch 207 avg loss: 0.188548 | max weight change: 0.067189 | max bias change: 0.071931
Epoch 208 avg loss: 0.187849 | max weight change: 0.065589 | max bias change: 0.070262
Epoch 209 avg loss: 0.186477 | max weight change: 0.067346 | max bias change: 0.072035
Epoch 210 avg loss: 0.185564 | max weight change: 0.065020 | max bias change: 0.069487
Epoch 211 avg loss: 0.185308 | max weight change: 0.068007 | max bias change: 0.072590
Epoch 212 avg loss: 0.184370 | max weight change: 0.068866 | max bias change: 0.073370
Epoch 213 avg loss: 0.184097 | max weight change: 0.067568 | max bias change: 0.071983
Epoch 214 avg loss: 0.182959 | max weight change: 0.063888 | max bias change: 0.068146
Epoch 215 avg loss: 0.182690 | max weight change: 0.067961 | max bias change: 0.072332
Epoch 216 avg loss: 0.181348 | max weight change: 0.066154 | max bias change: 0.070417
Epoch 217 avg loss: 0.181287 | max weight change: 0.066728 | max bias change: 0.070982
Epoch 218 avg loss: 0.180343 | max weight change: 0.065171 | max bias change: 0.069379
Epoch 219 avg loss: 0.179740 | max weight change: 0.065659 | max bias change: 0.069847
Epoch 220 avg loss: 0.179466 | max weight change: 0.067954 | max bias change: 0.072185
Epoch 221 avg loss: 0.178384 | max weight change: 0.069696 | max bias change: 0.073873
Epoch 222 avg loss: 0.178110 | max weight change: 0.067310 | max bias change: 0.071376
Epoch 223 avg loss: 0.177515 | max weight change: 0.067317 | max bias change: 0.071373
Epoch 224 avg loss: 0.176441 | max weight change: 0.068917 | max bias change: 0.073035
Epoch 225 avg loss: 0.176407 | max weight change: 0.068650 | max bias change: 0.072671
Epoch 226 avg loss: 0.175837 | max weight change: 0.068695 | max bias change: 0.072683
Epoch 227 avg loss: 0.175221 | max weight change: 0.067773 | max bias change: 0.071720
Epoch 228 avg loss: 0.174316 | max weight change: 0.066083 | max bias change: 0.069918
Epoch 229 avg loss: 0.174071 | max weight change: 0.067932 | max bias change: 0.071778
Epoch 230 avg loss: 0.172964 | max weight change: 0.067962 | max bias change: 0.071795
Epoch 231 avg loss: 0.173064 | max weight change: 0.069570 | max bias change: 0.073410
Epoch 232 avg loss: 0.172496 | max weight change: 0.069508 | max bias change: 0.073313
Epoch 233 avg loss: 0.171411 | max weight change: 0.068342 | max bias change: 0.072073
Epoch 234 avg loss: 0.171375 | max weight change: 0.070013 | max bias change: 0.073758
Epoch 235 avg loss: 0.170938 | max weight change: 0.069974 | max bias change: 0.073669
Epoch 236 avg loss: 0.170519 | max weight change: 0.069765 | max bias change: 0.073391
Epoch 237 avg loss: 0.170104 | max weight change: 0.068834 | max bias change: 0.072444
Epoch 238 avg loss: 0.169235 | max weight change: 0.067342 | max bias change: 0.070868
Epoch 239 avg loss: 0.169038 | max weight change: 0.069976 | max bias change: 0.073527
Epoch 240 avg loss: 0.168337 | max weight change: 0.067853 | max bias change: 0.071340
Epoch 241 avg loss: 0.167921 | max weight change: 0.068180 | max bias change: 0.071652
Epoch 242 avg loss: 0.167298 | max weight change: 0.070620 | max bias change: 0.074073
Epoch 243 avg loss: 0.167213 | max weight change: 0.070218 | max bias change: 0.073649
Epoch 244 avg loss: 0.166558 | max weight change: 0.068223 | max bias change: 0.071597
Epoch 245 avg loss: 0.166409 | max weight change: 0.069515 | max bias change: 0.072879
Epoch 246 avg loss: 0.165726 | max weight change: 0.068492 | max bias change: 0.071837
Epoch 247 avg loss: 0.165593 | max weight change: 0.070046 | max bias change: 0.073393
Epoch 248 avg loss: 0.165134 | max weight change: 0.069804 | max bias change: 0.073091
Epoch 249 avg loss: 0.164744 | max weight change: 0.070633 | max bias change: 0.073905
Epoch 250 avg loss: 0.164295 | max weight change: 0.069766 | max bias change: 0.073004
Epoch 251 avg loss: 0.163929 | max weight change: 0.070665 | max bias change: 0.073887
Epoch 252 avg loss: 0.163527 | max weight change: 0.070637 | max bias change: 0.073831
Epoch 253 avg loss: 0.162718 | max weight change: 0.070927 | max bias change: 0.074073
Epoch 254 avg loss: 0.162593 | max weight change: 0.070792 | max bias change: 0.073921
Epoch 255 avg loss: 0.162340 | max weight change: 0.070662 | max bias change: 0.073743
Epoch 256 avg loss: 0.162024 | max weight change: 0.070726 | max bias change: 0.073779
Epoch 257 avg loss: 0.161652 | max weight change: 0.070234 | max bias change: 0.073274
Epoch 258 avg loss: 0.160861 | max weight change: 0.071090 | max bias change: 0.074074
Epoch 259 avg loss: 0.160876 | max weight change: 0.070940 | max bias change: 0.073920
Epoch 260 avg loss: 0.160602 | max weight change: 0.070314 | max bias change: 0.073257
Epoch 261 avg loss: 0.159825 | max weight change: 0.071181 | max bias change: 0.074074
Epoch 262 avg loss: 0.159881 | max weight change: 0.070881 | max bias change: 0.073761
Epoch 263 avg loss: 0.159654 | max weight change: 0.070427 | max bias change: 0.073299
Epoch 264 avg loss: 0.159065 | max weight change: 0.071174 | max bias change: 0.074012
Epoch 265 avg loss: 0.158858 | max weight change: 0.070286 | max bias change: 0.073077
Epoch 266 avg loss: 0.158571 | max weight change: 0.070799 | max bias change: 0.073597
Epoch 267 avg loss: 0.157800 | max weight change: 0.071300 | max bias change: 0.074036
Epoch 268 avg loss: 0.157380 | max weight change: 0.071240 | max bias change: 0.073985
Epoch 269 avg loss: 0.157609 | max weight change: 0.070279 | max bias change: 0.072977
Epoch 270 avg loss: 0.157131 | max weight change: 0.071360 | max bias change: 0.074050
Epoch 271 avg loss: 0.157006 | max weight change: 0.071291 | max bias change: 0.073946
Epoch 272 avg loss: 0.156461 | max weight change: 0.069822 | max bias change: 0.072456
Epoch 273 avg loss: 0.155807 | max weight change: 0.070817 | max bias change: 0.073436
Epoch 274 avg loss: 0.155937 | max weight change: 0.071481 | max bias change: 0.074070
Epoch 275 avg loss: 0.155799 | max weight change: 0.071042 | max bias change: 0.073607
Epoch 276 avg loss: 0.154924 | max weight change: 0.071522 | max bias change: 0.074073
Epoch 277 avg loss: 0.155245 | max weight change: 0.070936 | max bias change: 0.073458
Epoch 278 avg loss: 0.154913 | max weight change: 0.070965 | max bias change: 0.073476
Epoch 279 avg loss: 0.154584 | max weight change: 0.071566 | max bias change: 0.074050
Epoch 280 avg loss: 0.153782 | max weight change: 0.071608 | max bias change: 0.074072
Epoch 281 avg loss: 0.154074 | max weight change: 0.071005 | max bias change: 0.073442
Epoch 282 avg loss: 0.153899 | max weight change: 0.071357 | max bias change: 0.073788
Epoch 283 avg loss: 0.153615 | max weight change: 0.071398 | max bias change: 0.073804
Epoch 284 avg loss: 0.153169 | max weight change: 0.071711 | max bias change: 0.074074
Epoch 285 avg loss: 0.152826 | max weight change: 0.071742 | max bias change: 0.074071
Epoch 286 avg loss: 0.152719 | max weight change: 0.071284 | max bias change: 0.073593
Epoch 287 avg loss: 0.151888 | max weight change: 0.071782 | max bias change: 0.074074
Epoch 288 avg loss: 0.152214 | max weight change: 0.071275 | max bias change: 0.073545
Epoch 289 avg loss: 0.151952 | max weight change: 0.071822 | max bias change: 0.074068
Epoch 290 avg loss: 0.151529 | max weight change: 0.071839 | max bias change: 0.074058
Epoch 291 avg loss: 0.151458 | max weight change: 0.071873 | max bias change: 0.074067
Epoch 292 avg loss: 0.151306 | max weight change: 0.071662 | max bias change: 0.073855
Epoch 293 avg loss: 0.150778 | max weight change: 0.071902 | max bias change: 0.074050
Epoch 294 avg loss: 0.150614 | max weight change: 0.071936 | max bias change: 0.074059
Epoch 295 avg loss: 0.150068 | max weight change: 0.071824 | max bias change: 0.073900
Epoch 296 avg loss: 0.149861 | max weight change: 0.071880 | max bias change: 0.073938
Epoch 297 avg loss: 0.150063 | max weight change: 0.071787 | max bias change: 0.073858
Epoch 298 avg loss: 0.149764 | max weight change: 0.071642 | max bias change: 0.073686
Epoch 299 avg loss: 0.149509 | max weight change: 0.071770 | max bias change: 0.073800
Epoch 300 avg loss: 0.149283 | max weight change: 0.072014 | max bias change: 0.074029
Epoch 301 avg loss: 0.149020 | max weight change: 0.072080 | max bias change: 0.074055
Epoch 302 avg loss: 0.148223 | max weight change: 0.072077 | max bias change: 0.074039
Epoch 303 avg loss: 0.148667 | max weight change: 0.071804 | max bias change: 0.073757
Epoch 304 avg loss: 0.147799 | max weight change: 0.071857 | max bias change: 0.073795
Epoch 305 avg loss: 0.148041 | max weight change: 0.072148 | max bias change: 0.074048
Epoch 306 avg loss: 0.147779 | max weight change: 0.072087 | max bias change: 0.073961
Epoch 307 avg loss: 0.147683 | max weight change: 0.072173 | max bias change: 0.074044
Epoch 308 avg loss: 0.146978 | max weight change: 0.071832 | max bias change: 0.073637
Epoch 309 avg loss: 0.147135 | max weight change: 0.072188 | max bias change: 0.073999
Epoch 310 avg loss: 0.146933 | max weight change: 0.072223 | max bias change: 0.074013
Epoch 311 avg loss: 0.146278 | max weight change: 0.072274 | max bias change: 0.074048
Epoch 312 avg loss: 0.146779 | max weight change: 0.072159 | max bias change: 0.073929
Epoch 313 avg loss: 0.146520 | max weight change: 0.072216 | max bias change: 0.073967
Epoch 314 avg loss: 0.146260 | max weight change: 0.072100 | max bias change: 0.073829
Epoch 315 avg loss: 0.145403 | max weight change: 0.072325 | max bias change: 0.074027
Epoch 316 avg loss: 0.145723 | max weight change: 0.072346 | max bias change: 0.074025
Epoch 317 avg loss: 0.145017 | max weight change: 0.072119 | max bias change: 0.073792
Epoch 318 avg loss: 0.145179 | max weight change: 0.072305 | max bias change: 0.073939
Epoch 319 avg loss: 0.144903 | max weight change: 0.072303 | max bias change: 0.073913
Epoch 320 avg loss: 0.144951 | max weight change: 0.072342 | max bias change: 0.073953
Epoch 321 avg loss: 0.144074 | max weight change: 0.072389 | max bias change: 0.073972
Epoch 322 avg loss: 0.144517 | max weight change: 0.072469 | max bias change: 0.074048
Epoch 323 avg loss: 0.144185 | max weight change: 0.072485 | max bias change: 0.074031
Epoch 324 avg loss: 0.143592 | max weight change: 0.072036 | max bias change: 0.073537
Epoch 325 avg loss: 0.143301 | max weight change: 0.072424 | max bias change: 0.073950
Epoch 326 avg loss: 0.143603 | max weight change: 0.072475 | max bias change: 0.073965
Epoch 327 avg loss: 0.142878 | max weight change: 0.072523 | max bias change: 0.074016
Epoch 328 avg loss: 0.143295 | max weight change: 0.072597 | max bias change: 0.074071
Epoch 329 avg loss: 0.142399 | max weight change: 0.072410 | max bias change: 0.073849
Epoch 330 avg loss: 0.142646 | max weight change: 0.072404 | max bias change: 0.073821
